tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,prePensionado,semanasCotizadas,fondoOrigen,ciudadNacimiento,ciudadResidencia,institucionPublica,tieneCondecoracion,tieneHijosInpec,familiaresPolicia,observacionDisciplinaria,declaranteRenta
PA,13814024,Carmen López,21/11/1993,false,702,Colfondos,Bogotá,Barranquilla,Ninguna,true,true,true,true,true
PA,54472371,Pedro González,21/11/1985,false,491,Proteccion,Medellín,Bogotá,Mininterior,false,true,true,false,true
CE,48869203,José González,21/11/1962,false,669,Porvenir,Barranquilla,Bogotá,Policía,true,false,true,false,true
CE,51293592,Luis Martínez,21/11/1969,false,144,Porvenir,Barranquilla,Bogotá,Inpec,false,true,true,true,false
CC,19574442,Luis Sánchez,21/11/1970,false,837,Proteccion,Barranquilla,Barranquilla,Armada,true,true,true,true,false
PA,83287361,Juan Sánchez,21/11/1988,false,926,Old Mutual,Cartagena,Medellín,Mininterior,true,false,false,false,true
CE,74943048,Luis Martínez,21/11/1976,false,433,Proteccion,Bogotá,Cartagena,Ninguna,true,true,false,true,true
CE,97556712,Luis Pérez,21/11/1978,true,671,Colfondos,Cali,Cali,Policía,true,false,false,true,true
CC,18443811,Pedro López,21/11/1970,false,983,Colfondos,Bogotá,Cartagena,Mininterior,true,true,true,false,true
CE,53797831,Luis García,21/11/1990,false,434,Porvenir,Bogotá,Cartagena,Ninguna,true,true,true,false,true
CC,64407591,Patricia Rodríguez,21/11/1999,false,102,Porvenir,Bogotá,Cartagena,Ninguna,true,true,true,true,false
CE,06446678,María Pérez,21/11/1981,false,492,Colfondos,Medellín,Bogotá,Inpec,true,true,true,true,false
CE,04846336,Carmen Pérez,21/11/2000,false,903,Porvenir,Bogotá,Cali,Inpec,true,false,false,false,false
CE,95450979,Pedro González,21/11/1969,false,201,Porvenir,Medellín,Bogotá,Minsalud,false,false,false,false,true
CE,07196565,María López,21/11/1977,false,290,Colfondos,Bogotá,Cartagena,Inpec,false,true,false,true,false
PA,72342852,Patricia Pérez,21/11/1962,false,702,Proteccion,Cali,Barranquilla,Minsalud,true,true,false,false,true
CC,36512513,Patricia Rodríguez,21/11/1967,false,671,Old Mutual,Barranquilla,Barranquilla,Armada,true,true,false,true,true
PA,27478176,Ana Sánchez,21/11/1994,false,167,Old Mutual,Bogotá,Medellín,Inpec,false,true,true,false,false
PA,27339867,José Martínez,21/11/2005,false,364,Proteccion,Bogotá,Bogotá,Minsalud,false,true,false,false,true
CE,69320800,María Pérez,21/11/1960,false,832,Porvenir,Cartagena,Barranquilla,Ninguna,true,false,false,true,false
PA,39206246,Luis Rodríguez,21/11/1979,false,865,Old Mutual,Barranquilla,Cartagena,Minsalud,true,false,false,false,true
PA,34847356,Patricia González,21/11/1972,false,280,Proteccion,Barranquilla,Bogotá,Ninguna,false,false,true,false,false
CC,83844289,Patricia Rodríguez,21/11/1974,false,645,Porvenir,Barranquilla,Barranquilla,Mininterior,false,false,true,false,true
PA,89834617,Luis González,21/11/1994,false,174,Porvenir,Bogotá,Medellín,Policía,false,true,true,true,false
CE,58210008,María López,21/11/2005,false,470,Porvenir,Cartagena,Cali,Minsalud,true,true,false,true,true
CE,54374282,María López,21/11/1976,false,478,Old Mutual,Barranquilla,Cartagena,Policía,false,true,false,true,true
CC,19476617,Carmen Sánchez,21/11/1985,false,888,Old Mutual,Medellín,Medellín,Policía,false,true,true,false,true
PA,61274990,José García,21/11/1964,false,510,Porvenir,Cali,Bogotá,Armada,true,false,false,true,false
CC,11672561,Ana Pérez,21/11/1989,false,336,Proteccion,Cali,Bogotá,Inpec,true,true,true,true,true
CE,11019571,María López,21/11/1994,false,330,Old Mutual,Cartagena,Cali,Inpec,true,false,true,false,false
PA,89325450,José González,21/11/1994,false,941,Porvenir,Cartagena,Medellín,Inpec,true,false,false,false,true
PA,42405185,Luis García,21/11/2002,true,526,Porvenir,Barranquilla,Barranquilla,Inpec,true,false,true,true,false
PA,75585384,Patricia Rodríguez,21/11/2004,false,858,Proteccion,Medellín,Bogotá,Mininterior,true,true,false,true,true
CC,75531286,José López,21/11/1999,true,482,Colfondos,Cartagena,Bogotá,Policía,true,true,false,false,true
PA,77298663,María Pérez,21/11/2006,false,325,Old Mutual,Medellín,Medellín,Ninguna,true,false,false,false,false
PA,21513034,Pedro Martínez,21/11/1982,false,366,Porvenir,Medellín,Cartagena,Ninguna,false,false,true,false,true
CE,37194204,José Pérez,21/11/1983,false,854,Colfondos,Cali,Medellín,Minsalud,false,false,true,true,false
PA,88340367,Luis López,21/11/2004,false,458,Old Mutual,Cali,Barranquilla,Mininterior,true,true,false,false,false
PA,83879146,Ana Rodríguez,21/11/2001,false,723,Old Mutual,Medellín,Cartagena,Armada,false,true,false,true,false
CE,65639303,Patricia Rodríguez,21/11/1982,false,829,Proteccion,Barranquilla,Bogotá,Inpec,true,false,true,true,false
CC,10426426,Pedro Rodríguez,21/11/1982,false,936,Colfondos,Bogotá,Medellín,Ninguna,false,false,false,true,false
CE,48471125,Luis González,21/11/1971,false,980,Proteccion,Cali,Cali,Inpec,false,false,true,true,false
CC,69283201,Ana González,21/11/1990,false,678,Old Mutual,Cartagena,Bogotá,Mininterior,true,false,false,true,true
CC,84857104,Luis López,21/11/1974,false,104,Proteccion,Barranquilla,Bogotá,Ninguna,true,false,true,true,true
PA,88499662,Patricia López,21/11/1992,false,867,Porvenir,Medellín,Medellín,Armada,true,true,true,true,false
CC,56794941,Juan Pérez,21/11/1994,false,293,Old Mutual,Cartagena,Cartagena,Policía,true,true,false,false,false
CC,41133908,José Martínez,21/11/1987,true,134,Colfondos,Barranquilla,Cali,Minsalud,true,false,true,true,true
PA,87099048,María Martínez,21/11/2002,false,982,Porvenir,Cartagena,Cali,Mininterior,false,false,false,false,false
CC,62163683,María Rodríguez,21/11/1968,false,105,Porvenir,Cartagena,Cali,Inpec,true,true,true,false,true
CC,17603029,Juan García,21/11/2002,false,872,Porvenir,Bogotá,Medellín,Policía,true,false,false,true,false
CC,32266857,María Sánchez,21/11/1985,false,485,Old Mutual,Barranquilla,Cali,Armada,false,true,false,true,false
CC,17164592,Pedro López,21/11/1994,false,979,Old Mutual,Barranquilla,Medellín,Mininterior,true,true,false,true,false
